('tscsdw14_25', 7.5328899483402407e-13, 5.675)
('tscsdd24_45', 8.1364510774726827e-13, 11.95)
('tscsdy44_47', 8.6982320789001295e-13, 3.6)
('tscsdy23_28', 8.6982320789001295e-13, 8.125)
('tscsdj31_8', 9.2258683309869636e-13, 5.275)
('tscsdm36_34', 9.2258683309869636e-13, 2.725)
('tscsdd46_25', 9.7249191062450016e-13, 9.725)
('tscsdu44_11', 9.7249191062450016e-13, 1.65)
('tscsdm08_17', 9.7249191062450016e-13, 4.825)
('tscsdu47_5', 1.019958120636872e-12, 2.425)
('tscsdu46_26', 1.1088113776017625e-12, 1.5)
('tscsda39_4', 0.040289650019021128, 3.075)
('tscsdf21_32', 0.26837004165264361, 4.725)
('tscsdz42_27', 0.47820646810179557, 5.675)
('tscsdi44_9', 0.48626070338724403, 6.3)
('tscsdg30_38', 0.5483489655145094, 16.175)
('tscsda16_44', 0.58804682078929127, 5.975)
('tscsdr48_37', 0.69772414932745408, 4.7)
('tscsdh50_4', 0.72238509604185985, 4.05)
('tscsde45_21', 0.75431271820734969, 6.075)
('tscsdw21_26', 0.77928214226355563, 3.625)
('tscsdh15_31', 0.7907517165496416, 8.75)
('tscsdv44_29', 0.82448392564267747, 5.275)
('tscsde05_4', 0.84289859963301628, 5.25)
('tscsdm38_4', 0.85045172628305643, 6.85)
('tscsdz48_27', 0.85135660169587712, 6.725)
('tscsdt15_20', 0.85913079615403942, 6.15)
('tscsdw05_7', 0.90059477146915179, 3.9)
('tscsdj18_22', 0.90499967980183027, 4.55)
('tscsdb14_24', 0.90508352793128821, 5.825)
('tscsdl22_37', 0.91723950594108561, 7.825)
('tscsda11_15', 0.91968604914352603, 6.375)
('tscsdl46_2', 0.92126062183410806, 7.6)
('tscsdd06_10', 0.92950195494993226, 10.425)
('tscsdl16_36', 0.95100685964259035, 3.725)
('tscsdy50_24', 0.97598972098598269, 7.775)
('tscsdf19_39', 0.97962576045721839, 11.0)
('tscsdw27_11', 0.98320045144341428, 7.725)
('tscsdw13_20', 0.9972090671322178, 7.85)
('tscsdw25_37', 0.99804118612207171, 4.5)
('tscsdb18_43', 1.0132286210295471, 10.3)
('tscsdx08_4', 1.0174685585330328, 11.925)
('tscsdh50_17', 1.0206997674825724, 6.025)
('tscsdh46_24', 1.020878358021744, 12.45)
('tscsdh05_12', 1.0289851112089587, 6.5)
('tscsdj50_12', 1.0451736032637826, 5.15)
('tscsdv29_47', 1.0506388067247929, 7.7)
('tscsda12_15', 1.0546376865645728, 4.35)
('tscsdm35_19', 1.0785640719909628, 4.5)
('tscsdt46_88', 1.0797188402447213, 5.65)
('tscsdy27_9', 1.0835949474194162, 6.05)
('tscsdw16_7', 1.1162715149707552, 5.925)
('tscsdg13_52', 1.1185060635942983, 10.65)
('tscsdc34_44', 1.1270994528034439, 4.875)
('tscsdm08_7', 1.1287930759587745, 11.2)
('tscsdd48_11', 1.132494059630573, 4.75)
('tscsdf50_42', 1.1330228033253351, 4.65)
('tscsdw42_36', 1.1449885236624773, 8.075)
('tscsdo41_6', 1.1474266591900841, 3.7)
('tscsdw24_2', 1.1538076138685949, 20.55)
('tscsdh17_14', 1.1624149961052077, 5.875)
('tscsdw17_7', 1.1630035406255748, 5.725)
('tscsdy48_3', 1.1671460172493551, 9.975)
('tscsde04_14', 1.1675442210556606, 6.375)
('tscsdx01_49', 1.1856319450554069, 12.325)
('tscsdo04_66', 1.1882921418656682, 6.5)
('tscsdr47_25', 1.1942680992894816, 8.925)
('tscsdb28_8', 1.2044801110249759, 6.275)
('tscsdw01_29', 1.2139974490315619, 7.05)
('tscsdm31_20', 1.2403644692429916, 4.75)
('tscsdp06_31', 1.2411944895405485, 7.05)
('tscsdp04_20', 1.2476130040141491, 8.0)
('tscsdy42_43', 1.2528866837161365, 5.275)
('tscsdm33_12', 1.258002006445625, 5.925)
('tscsdf19_94', 1.2704018223756115, 5.05)
('tscsdc30_12', 1.2748573454879815, 7.35)
('tscsdi13_15', 1.2861709730037894, 8.35)
('tscsdo49_22', 1.2881513938456386, 6.825)
('tscsdf05_12', 1.3087274301159819, 6.625)
('tscsdp08_6', 1.3150148014763972, 6.5)
('tscsde42_38', 1.3287117689572638, 7.6)
('tscsdo01_3', 1.3311694146677404, 7.575)
('tscsdw35_12', 1.3328294200977999, 3.475)
('tscsdm30_45', 1.3352614561265688, 6.525)
('tscsdf21_15', 1.3355996438762603, 7.525)
('tscsda35_3', 1.340691115289296, 10.45)
('tscsdt46_28', 1.3488844770138673, 4.975)
('tscsdl35_51', 1.3576129369702952, 9.625)
('tscsde48_23', 1.3579448856122358, 10.95)
('tscsdo17_36', 1.3642516481099634, 5.875)
('tscsdl15_39', 1.364497078986562, 6.75)
('tscsdl15_34', 1.3685297136668164, 5.7)
('tscsdo42_32', 1.3686517793505935, 6.4)
('tscsdi29_7', 1.3928989999776744, 6.95)
('tscsdc43_34', 1.4005156096389382, 6.45)
('tscsdj22_24', 1.404923570679939, 3.175)
('tscsde11_6', 1.4106423962401666, 6.65)
('tscsdg10_9', 1.4156909651032348, 13.75)
('tscsdg01_33', 1.4246243046448295, 5.65)
('tscsdg15_10', 1.4270595101613093, 6.025)
('tscsdg02_6', 1.4278906677361525, 5.4)
('tscsdd09_13', 1.4390073304629805, 3.9)
('tscsdj30_48', 1.4430309370339964, 6.825)
('tscsdb14_34', 1.4589412328308715, 6.775)
('tscsdb10_14', 1.4660265099683549, 4.275)
